 area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,sqft_per_bhk
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850,3.0,2.0,140.0,3.0,1850.0,7567.5675675675675,616.6666666666666
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1575,2.0,2.0,120.0,3.0,1575.0,7619.047619047619,525.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850,3.0,2.0,150.0,3.0,1850.0,8108.108108108108,616.6666666666666
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,2.0,120.0,3.0,1680.0,7142.857142857143,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1175,2.0,2.0,82.5,2.0,1175.0,7021.276595744681,587.5
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,3300,4.0,3.0,160.0,3.0,3300.0,4848.484848484848,1100.0
Plot  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,2200,4.0,2.0,105.0,3.0,2200.0,4772.727272727273,733.3333333333334
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1215,2.0,2.0,90.0,2.0,1215.0,7407.407407407408,607.5
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2.0,1.0,75.0,2.0,1050.0,7142.857142857143,525.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1300,3.0,2.0,89.13,3.0,1300.0,6856.153846153846,433.3333333333333
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1130,2.0,2.0,73.0,2.0,1130.0,6460.1769911504425,565.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1450,3.0,2.0,100.0,3.0,1450.0,6896.551724137931,483.3333333333333
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1350,3.0,2.0,58.0,3.0,1350.0,4296.2962962962965,450.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2.0,1.0,50.0,2.0,1050.0,4761.9047619047615,525.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1275,2.0,1.0,87.0,2.0,1275.0,6823.529411764706,637.5
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1460,3.0,1.0,70.0,3.0,1460.0,4794.520547945205,486.6666666666667
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1650,3.0,2.0,110.0,3.0,1650.0,6666.666666666667,550.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,850,2.0,2.0,42.0,2.0,850.0,4941.176470588235,425.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,2.0,117.0,3.0,1680.0,6964.285714285715,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850,3.0,1.0,150.0,3.0,1850.0,8108.108108108108,616.6666666666666
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1236,2.0,2.0,61.33,2.0,1236.0,4961.974110032363,618.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1000,2.0,2.0,53.0,2.0,1000.0,5300.0,500.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,2.0,125.0,3.0,1680.0,7440.476190476191,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1675,2.0,2.0,135.0,3.0,1675.0,8059.701492537313,558.3333333333334
Super built-up  Area,19-Jan,7th Phase JP Nagar,2 BHK,1187,2.0,1.0,59.0,2.0,1187.0,4970.513900589722,593.5
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850,3.0,2.0,155.0,3.0,1850.0,8378.378378378378,616.6666666666666
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1000,2.0,1.0,61.0,2.0,1000.0,6100.0,500.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1460,2.0,2.0,100.0,3.0,1460.0,6849.315068493151,486.6666666666667
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1650,3.0,3.0,110.0,3.0,1650.0,6666.666666666667,550.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1200,2.0,2.0,62.5,2.0,1200.0,5208.333333333333,600.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1000,2.0,1.0,70.65,2.0,1000.0,7065.000000000001,500.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1080,2.0,2.0,75.0,2.0,1080.0,6944.444444444444,540.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1415,3.0,1.0,65.0,3.0,1415.0,4593.639575971732,471.6666666666667
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,3.0,125.0,3.0,1680.0,7440.476190476191,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1460,2.0,1.0,97.0,3.0,1460.0,6643.835616438356,486.6666666666667
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1120,2.0,2.0,65.0,2.0,1120.0,5803.571428571428,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1100,3.0,1.0,60.0,2.0,1100.0,5454.545454545455,550.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1790,3.0,3.0,120.0,3.0,1790.0,6703.91061452514,596.6666666666666
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,2.0,117.0,3.0,1680.0,6964.285714285715,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2.0,1.0,77.0,2.0,1050.0,7333.333333333333,525.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2.0,1.0,75.0,2.0,1050.0,7142.857142857143,525.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1040,2.0,1.0,75.0,2.0,1040.0,7211.538461538462,520.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1400,2.0,1.0,95.0,3.0,1400.0,6785.714285714285,466.6666666666667
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1800,3.0,2.0,130.0,3.0,1800.0,7222.222222222223,600.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2.0,0.0,68.0,2.0,1050.0,6476.190476190476,525.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1000,2.0,2.0,60.0,2.0,1000.0,6000.0,500.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,2.0,125.0,3.0,1680.0,7440.476190476191,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2.0,1.0,77.47,2.0,1050.0,7378.0952380952385,525.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1270,2.0,1.0,80.0,2.0,1270.0,6299.212598425197,635.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1463,2.0,1.0,61.45,3.0,1463.0,4200.273410799727,487.6666666666667
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,2.0,122.0,3.0,1680.0,7261.9047619047615,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1130,2.0,2.0,85.0,2.0,1130.0,7522.123893805309,565.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,3.0,130.0,3.0,1680.0,7738.0952380952385,560.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,980,2.0,1.0,77.44,2.0,980.0,7902.040816326531,490.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,2.0,112.0,3.0,1680.0,6666.666666666667,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1515,2.0,1.0,76.0,3.0,1515.0,5016.501650165016,505.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2095,3.0,2.0,150.0,3.0,2095.0,7159.904534606205,698.3333333333334
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,1976,3.0,1.0,145.0,3.0,1976.0,7338.056680161943,658.6666666666666
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1600,2.0,2.0,110.0,3.0,1600.0,6875.0,533.3333333333334
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1765,3.0,2.0,118.0,3.0,1765.0,6685.552407932011,588.3333333333334
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1275,2.0,2.0,88.0,3.0,1275.0,6901.9607843137255,425.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1450,2.0,1.0,102.0,3.0,1450.0,7034.482758620689,483.3333333333333
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1575,2.0,2.0,110.0,3.0,1575.0,6984.126984126984,525.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1075,2.0,1.0,57.0,3.0,1075.0,5302.325581395349,358.3333333333333
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,750,1.0,2.0,47.0,1.0,750.0,6266.666666666667,750.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,990,2.0,2.0,50.0,2.0,990.0,5050.50505050505,495.0
Plot  Area,Ready To Move,7th Phase JP Nagar,1 Bedroom,1000,1.0,1.0,60.0,1.0,1000.0,6000.0,1000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,2.0,3.0,92.0,3.0,1680.0,5476.190476190476,560.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1430,2.0,1.0,102.0,3.0,1430.0,7132.867132867133,476.6666666666667
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1128,2.0,1.0,60.0,2.0,1128.0,5319.148936170212,564.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1140,2.0,1.0,57.0,2.0,1140.0,5000.0,570.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1420,3.0,2.0,90.0,3.0,1420.0,6338.028169014085,473.3333333333333
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1530,2.0,1.0,108.0,2.0,1530.0,7058.823529411765,765.0
Built-up  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,2000,6.0,3.0,300.0,6.0,2000.0,15000.0,333.3333333333333
Super built-up  Area,19-Mar,8th Phase JP Nagar,2 BHK,1042 - 1105,2.0,0.0,54.005,2.0,1073.5,5030.740568234746,536.75
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,451,1.0,0.0,29.9,1.0,451.0,6629.711751662971,451.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,3 BHK,1240,3.0,2.0,43.5,3.0,1240.0,3508.064516129032,413.3333333333333
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1062,2.0,1.0,42.47,2.0,1062.0,3999.0583804143125,531.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,3 BHK,1230,2.0,2.0,43.5,3.0,1230.0,3536.5853658536585,410.0
Super built-up  Area,20-Mar,8th Phase JP Nagar,3 BHK,1455,3.0,2.0,73.31,3.0,1455.0,5038.487972508591,485.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,871,2.0,2.0,55.0,2.0,871.0,6314.580941446613,435.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1098,2.0,1.0,43.91,2.0,1098.0,3999.089253187614,549.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1800,3.0,1.0,80.0,3.0,1800.0,4444.444444444444,600.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,2700,4.0,2.0,130.0,4.0,2700.0,4814.814814814815,675.0
Super built-up  Area,18-Oct,8th Phase JP Nagar,2 BHK,1080,2.0,2.0,38.0,2.0,1080.0,3518.5185185185187,540.0
Super built-up  Area,18-Jan,8th Phase JP Nagar,2 BHK,1059,2.0,2.0,34.5,2.0,1059.0,3257.790368271955,529.5
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,1080,2.0,2.0,35.0,2.0,1080.0,3240.740740740741,540.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,3 BHK,1275,2.0,2.0,41.5,3.0,1275.0,3254.901960784314,425.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1062,2.0,1.0,42.47,2.0,1062.0,3999.0583804143125,531.0
Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,500,1.0,1.0,31.0,1.0,500.0,6200.0,500.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,1100,2.0,2.0,35.0,2.0,1100.0,3181.818181818182,550.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,2100,4.0,3.0,92.0,4.0,2100.0,4380.952380952381,525.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1035,2.0,1.0,39.33,2.0,1035.0,3800.0,517.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,909,2.0,1.0,40.9,2.0,909.0,4499.4499449945,454.5
Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,1408 - 1455,3.0,0.0,72.02,3.0,1431.5,5031.086273140063,477.1666666666667
Built-up  Area,Ready To Move,8th Phase JP Nagar,3 Bedroom,1900,4.0,1.0,90.0,3.0,1900.0,4736.8421052631575,633.3333333333334
Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,500,1.0,1.0,30.0,1.0,500.0,6000.0,500.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,1125,2.0,2.0,36.94,2.0,1125.0,3283.5555555555557,562.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1100,2.0,3.0,35.0,2.0,1100.0,3181.818181818182,550.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1089,2.0,1.0,43.55,2.0,1089.0,3999.0817263544536,544.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1605,2.0,2.0,65.0,3.0,1605.0,4049.8442367601247,535.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1504,2.0,2.0,83.0,3.0,1504.0,5518.617021276596,501.3333333333333
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,2600,4.0,2.0,115.0,4.0,2600.0,4423.076923076923,650.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1368,2.0,1.0,54.71,3.0,1368.0,3999.2690058479534,456.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1089,2.0,1.0,43.55,2.0,1089.0,3999.0817263544536,544.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1224,2.0,2.0,48.95,3.0,1224.0,3999.1830065359477,408.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1513,2.0,3.0,62.0,2.0,1513.0,4097.818902842036,756.5
Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1298,2.0,1.0,59.0,2.0,1298.0,4545.454545454545,649.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1006,2.0,0.0,44.0,2.0,1006.0,4373.75745526839,503.0
Carpet  Area,18-Jul,8th Phase JP Nagar,1 BHK,500,1.0,1.0,33.0,1.0,500.0,6600.0,500.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1160,2.0,1.0,95.0,2.0,1160.0,8189.6551724137935,580.0
Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,1245,2.0,1.0,59.0,2.0,1245.0,4738.955823293173,622.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1510,2.0,3.0,80.0,2.0,1510.0,5298.013245033113,755.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,3300,3.0,2.0,165.0,3.0,3300.0,5000.0,1100.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,5 Bedroom,1730,5.0,2.0,75.0,5.0,1730.0,4335.260115606937,346.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1296,2.0,2.0,51.83,3.0,1296.0,3999.2283950617284,432.0
Super built-up  Area,18-Apr,8th Phase JP Nagar,3 BHK,1275,3.0,2.0,45.0,3.0,1275.0,3529.4117647058824,425.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,1046,2.0,1.0,48.0,2.0,1046.0,4588.910133843212,523.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1269,2.0,3.0,50.75,3.0,1269.0,3999.211977935382,423.0
Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,1408,3.0,2.0,80.0,3.0,1408.0,5681.818181818182,469.3333333333333
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1500,2.0,3.0,55.0,3.0,1500.0,3666.6666666666665,500.0
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,1846,3.0,2.0,300.0,3.0,1846.0,16251.354279523293,615.3333333333334
Plot  Area,Ready To Move,8th block Koramangala,2 Bedroom,1410,1.0,0.0,233.0,2.0,1410.0,16524.822695035462,705.0
Super built-up  Area,Ready To Move,8th block Koramangala,2 BHK,1165,2.0,1.0,135.0,2.0,1165.0,11587.982832618025,582.5
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,2400,3.0,2.0,290.0,3.0,2400.0,12083.333333333334,800.0
Plot  Area,Ready To Move,9th Block Jayanagar,1 Bedroom,700,1.0,0.0,150.0,1.0,700.0,21428.571428571428,700.0
Plot  Area,Ready To Move,9th Block Jayanagar,4 Bedroom,1440,4.0,1.0,240.0,4.0,1440.0,16666.666666666668,360.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1005,2.0,1.0,50.0,2.0,1005.0,4975.124378109453,502.5
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1890,2.0,2.0,85.0,3.0,1890.0,4497.354497354498,630.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,1100,2.0,1.0,65.0,2.0,1100.0,5909.090909090909,550.0
Super built-up  Area,18-Jun,9th Phase JP Nagar,2 BHK,1080,2.0,2.0,37.0,2.0,1080.0,3425.925925925926,540.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1035,2.0,1.0,45.0,2.0,1035.0,4347.826086956522,517.5
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,5000,4.0,3.0,290.0,4.0,5000.0,5800.0,1250.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1164,2.0,1.0,56.0,2.0,1164.0,4810.996563573884,582.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1005,2.0,1.0,42.0,2.0,1005.0,4179.104477611941,502.5
Super built-up  Area,19-Dec,9th Phase JP Nagar,2 BHK,1127,2.0,1.0,50.0,2.0,1127.0,4436.557231588287,563.5
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1005,2.0,1.0,43.0,2.0,1005.0,4278.606965174129,502.5
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,835,2.0,0.0,37.0,2.0,835.0,4431.137724550898,417.5
Super built-up  Area,18-Jul,9th Phase JP Nagar,2 BHK,1050,2.0,2.0,39.0,2.0,1050.0,3714.285714285714,525.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,660,2.0,0.0,27.0,2.0,660.0,4090.909090909091,330.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,1 BHK,600,1.0,0.0,20.0,1.0,600.0,3333.3333333333335,600.0
Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,1466,2.0,2.0,71.0,2.0,1466.0,4843.110504774898,733.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1890,2.0,2.0,93.0,3.0,1890.0,4920.6349206349205,630.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,1079,2.0,1.0,60.0,2.0,1079.0,5560.704355885079,539.5
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,1480,2.0,1.0,80.0,2.0,1480.0,5405.405405405405,740.0
Plot  Area,Ready To Move,9th Phase JP Nagar,2 Bedroom,1200,2.0,0.0,80.0,2.0,1200.0,6666.666666666667,600.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,905,2.0,1.0,32.0,2.0,905.0,3535.9116022099447,452.5
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,1073,2.0,1.0,52.36,2.0,1073.0,4879.77632805219,536.5
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1719.3,2.0,2.0,88.0,3.0,1719.3,5118.362124120282,573.1
Super built-up  Area,18-Mar,9th Phase JP Nagar,3 BHK,1780,3.0,2.0,88.0,3.0,1780.0,4943.820224719101,593.3333333333334
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1300,2.0,2.0,58.0,3.0,1300.0,4461.538461538462,433.3333333333333
Super built-up  Area,21-Sep,9th Phase JP Nagar,3 BHK,1522,3.0,2.0,90.0,3.0,1522.0,5913.272010512484,507.3333333333333
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1571,3.0,2.0,65.0,3.0,1571.0,4137.492043284532,523.6666666666666
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,1900,4.0,2.0,80.0,4.0,1900.0,4210.526315789473,475.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,890,2.0,2.0,45.0,2.0,890.0,5056.179775280899,445.0
Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,1240,2.0,2.0,39.89,3.0,1240.0,3216.935483870968,413.3333333333333
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,5000,4.0,2.0,300.0,4.0,5000.0,6000.0,1250.0
Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,1240,2.0,2.0,42.85,3.0,1240.0,3455.6451612903224,413.3333333333333
Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,1050,2.0,2.0,35.0,2.0,1050.0,3333.3333333333335,525.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1331.95,2.0,2.0,69.0,2.0,1331.95,5180.374638687638,665.975
Super built-up  Area,Ready To Move,A Narayanapura,1 BHK,600,2.0,1.0,35.0,1.0,600.0,5833.333333333333,600.0
Plot  Area,Ready To Move,A Narayanapura,1 Bedroom,1500,2.0,0.0,85.0,1.0,1500.0,5666.666666666667,1500.0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1100,2.0,3.0,45.0,2.0,1100.0,4090.909090909091,550.0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1028,2.0,1.0,42.0,2.0,1028.0,4085.603112840467,514.0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1199,2.0,2.0,65.0,2.0,1199.0,5421.184320266889,599.5
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1080,2.0,2.0,55.0,2.0,1080.0,5092.592592592592,540.0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1123,2.0,2.0,64.0,2.0,1123.0,5699.020480854853,561.5
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1308,2.0,1.0,60.0,2.0,1308.0,4587.155963302752,654.0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1005,2.0,1.0,55.0,2.0,1005.0,5472.636815920398,502.5
Built-up  Area,Ready To Move,AECS Layout,3 BHK,2000,3.0,1.0,90.0,3.0,2000.0,4500.0,666.6666666666666
Built-up  Area,Ready To Move,AGS Layout,3 BHK,1450,2.0,2.0,85.0,3.0,1450.0,5862.068965517241,483.3333333333333
Super built-up  Area,Ready To Move,AGS Layout,2 BHK,1040,2.0,1.0,46.79,2.0,1040.0,4499.038461538462,520.0
Plot  Area,Ready To Move,AGS Layout,3 Bedroom,1936,3.0,0.0,110.0,3.0,1936.0,5681.818181818182,645.3333333333334
Super built-up  Area,Ready To Move,AGS Layout,2 BHK,1075,2.0,1.0,48.38,2.0,1075.0,4500.46511627907,537.5
Built-up  Area,Ready To Move,AMS Layout,3 BHK,1650,2.0,2.0,80.0,3.0,1650.0,4848.484848484848,550.0
Plot  Area,Ready To Move,AMS Layout,3 Bedroom,1200,4.0,2.0,80.0,3.0,1200.0,6666.666666666667,400.0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,3 BHK,1310,2.0,3.0,50.0,3.0,1310.0,3816.793893129771,436.6666666666667
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,1100,2.0,1.0,38.45,2.0,1100.0,3495.454545454546,550.0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,1100,2.0,1.0,38.49,2.0,1100.0,3499.090909090909,550.0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,1190,2.0,2.0,41.0,2.0,1190.0,3445.378151260504,595.0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,1100,2.0,2.0,38.5,2.0,1100.0,3500.0,550.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,985,2.0,1.0,40.39,2.0,985.0,4100.507614213198,492.5
Built-up  Area,Ready To Move,Abbigere,6 Bedroom,2200,6.0,2.0,68.0,6.0,2200.0,3090.909090909091,366.6666666666667
Super built-up  Area,Ready To Move,Abbigere,1 BHK,765,2.0,2.0,30.0,1.0,765.0,3921.5686274509803,765.0
Super built-up  Area,21-Dec,Abbigere,2 BHK,880,2.0,1.0,35.0,2.0,880.0,3977.2727272727275,440.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,795,2.0,1.0,32.54,2.0,795.0,4093.0817610062895,397.5
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1005,2.0,1.0,39.59,2.0,1005.0,3939.303482587065,502.5
Super built-up  Area,18-Jun,Abbigere,1 BHK,734,1.0,0.0,19.82,1.0,734.0,2700.272479564033,734.0
Super built-up  Area,17-Nov,Abbigere,3 BHK,1260,2.0,1.0,45.0,3.0,1260.0,3571.4285714285716,420.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1020,2.0,1.0,41.82,2.0,1020.0,4100.0,510.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,985,2.0,1.0,40.39,2.0,985.0,4100.507614213198,492.5
Built-up  Area,Ready To Move,Abbigere,6 Bedroom,2500,6.0,0.0,81.0,6.0,2500.0,3240.0,416.6666666666667
Super built-up  Area,Ready To Move,Abbigere,2 BHK,795,2.0,1.0,32.54,2.0,795.0,4093.0817610062895,397.5
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1130,2.0,1.0,46.33,2.0,1130.0,4100.0,565.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,795,1.0,1.0,32.6,2.0,795.0,4100.62893081761,397.5
Built-up  Area,Ready To Move,Abbigere,8 Bedroom,3000,8.0,0.0,150.0,8.0,3000.0,5000.0,375.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,985,2.0,1.0,38.92,2.0,985.0,3951.269035532995,492.5
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1000,2.0,1.0,41.0,2.0,1000.0,4100.0,500.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,995,2.0,1.0,40.8,2.0,995.0,4100.5025125628135,497.5
